Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
2002-09-28,Leeds,Arsenal,1,4,A,0,2,A,9,7,3,6,14,15,4,4,4,2,0,0
2002-09-28,Man City,Liverpool,0,3,A,0,1,A,14,9,6,6,7,9,12,3,0,0,0,0
2002-09-28,Sunderland,Aston Villa,1,0,H,0,0,D,8,12,6,5,20,10,5,12,3,3,0,0
2002-09-28,Tottenham,Middlesbrough,0,3,A,0,1,A,12,18,4,12,9,11,4,11,1,1,0,0
2002-09-30,West Brom,Blackburn,0,2,A,0,0,D,9,10,8,5,14,15,7,2,1,1,0,0
2002-10-05,Middlesbrough,Bolton,2,0,H,1,0,H,13,11,2,4,9,10,5,5,0,3,0,0
2002-10-05,Newcastle,West Brom,2,1,H,1,1,D,14,5,8,3,11,9,11,6,1,2,0,0
2002-10-05,Southampton,Man City,2,0,H,2,0,H,19,11,13,4,15,9,8,5,2,2,1,0
2002-10-05,West Ham,Birmingham,1,2,A,1,2,A,13,10,6,4,20,11,8,2,2,1,0,0
2002-10-06,Arsenal,Sunderland,3,1,H,3,0,H,9,4,5,2,9,7,15,0,0,0,0,0
2002-10-06,Aston Villa,Leeds,0,0,D,0,0,D,16,6,5,3,11,10,14,6,1,1,0,0
2002-10-06,Blackburn,Tottenham,1,2,A,0,1,A,12,9,7,6,17,11,6,3,1,0,0,0
2002-10-06,Fulham,Charlton,1,0,H,1,0,H,9,14,5,7,9,13,4,8,1,2,0,0
2002-10-06,Liverpool,Chelsea,1,0,H,0,0,D,12,8,8,0,10,13,3,1,0,2,0,0
2002-10-07,Man United,Everton,3,0,H,0,0,D,17,8,12,4,14,12,7,1,0,2,0,1
2002-10-19,Blackburn,Newcastle,5,2,H,2,1,H,21,5,11,5,16,9,7,5,0,2,0,1
2002-10-19,Everton,Arsenal,2,1,H,1,1,D,10,9,6,3,18,13,8,5,3,1,0,0
2002-10-19,Fulham,Man United,1,1,D,1,0,H,12,8,6,5,9,13,6,1,1,3,0,0
2002-10-19,Leeds,Liverpool,0,1,A,0,0,D,12,13,5,6,13,13,9,9,1,2,0,0
2002-10-19,Man City,Chelsea,0,3,A,0,0,D,11,8,8,6,11,10,3,7,1,2,0,0
2002-10-19,Sunderland,West Ham,0,1,A,0,1,A,7,7,2,1,16,17,9,4,1,1,0,0
2002-10-19,West Brom,Birmingham,1,1,D,0,0,D,18,7,7,1,15,12,12,2,3,2,0,1
2002-10-20,Charlton,Middlesbrough,1,0,H,1,0,H,14,9,7,5,11,19,5,4,1,3,0,0
2002-10-20,Tottenham,Bolton,3,1,H,0,0,D,6,5,3,1,8,11,7,3,0,1,0,0
2002-10-21,Aston Villa,Southampton,0,1,A,0,0,D,18,13,11,7,13,11,7,4,3,1,1,0
2002-10-23,Fulham,West Ham,0,1,A,0,0,D,6,6,2,4,18,11,7,6,2,3,1,0
2002-10-26,Arsenal,Blackburn,1,2,A,1,1,D,19,3,9,2,11,14,15,3,1,3,0,1
2002-10-26,Birmingham,Man City,0,2,A,0,1,A,9,8,4,4,10,16,6,1,2,2,0,0
2002-10-26,Chelsea,West Brom,2,0,H,1,0,H,10,7,5,5,6,7,5,5,0,1,0,0
2002-10-26,Liverpool,Tottenham,2,1,H,0,0,D,9,10,5,8,11,19,5,7,2,4,0,0
2002-10-26,Man United,Aston Villa,1,1,D,0,1,A,15,9,6,3,7,16,8,5,1,0,0,0
2002-10-26,Middlesbrough,Leeds,2,2,D,1,1,D,16,7,7,7,17,17,11,2,3,2,1,1
2002-10-26,Newcastle,Charlton,2,1,H,1,1,D,16,6,12,5,12,14,14,5,2,1,0,0
2002-10-27,Southampton,Fulham,4,2,H,2,2,D,13,5,8,4,12,19,3,5,1,2,0,0
2002-10-27,West Ham,Everton,0,1,A,0,0,D,16,10,9,5,12,12,5,3,0,0,0,0
2002-10-28,Bolton,Sunderland,1,1,D,0,1,A,14,8,7,4,12,9,5,2,1,2,0,0
2002-11-02,Birmingham,Bolton,3,1,H,0,0,D,12,11,6,7,12,19,8,5,2,4,0,1
2002-11-02,Liverpool,West Ham,2,0,H,1,0,H,13,5,9,1,7,8,6,0,0,0,0,0
2002-11-02,Man United,Southampton,2,1,H,1,1,D,16,12,8,5,12,18,10,2,0,1,0,0
2002-11-02,West Brom,Man City,1,2,A,0,0,D,5,10,4,4,10,10,5,4,2,2,0,0
2002-11-03,Blackburn,Aston Villa,0,0,D,0,0,D,17,11,6,4,15,10,10,3,1,2,0,0
2002-11-03,Charlton,Sunderland,1,1,D,0,1,A,19,9,12,7,8,14,6,8,1,4,0,0
2002-11-03,Fulham,Arsenal,0,1,A,0,1,A,5,6,4,3,10,21,10,5,1,2,0,0
2002-11-03,Leeds,Everton,0,1,A,0,0,D,18,12,5,7,14,20,9,9,3,3,0,0
2002-11-03,Tottenham,Chelsea,0,0,D,0,0,D,15,14,7,4,17,12,8,2,3,2,0,0
2002-11-04,Newcastle,Middlesbrough,2,0,H,1,0,H,18,12,13,9,16,7,7,5,2,2,0,1
2002-11-09,Arsenal,Newcastle,1,0,H,1,0,H,16,3,10,2,11,12,11,0,0,2,0,0
2002-11-09,Aston Villa,Fulham,3,1,H,1,0,H,9,8,7,4,12,10,4,6,3,2,0,0
2002-11-09,Bolton,West Brom,1,1,D,0,1,A,15,5,8,1,14,13,7,4,2,2,1,0
2002-11-09,Chelsea,Birmingham,3,0,H,3,0,H,16,7,10,2,7,6,7,3,1,1,0,0
2002-11-09,Everton,Charlton,1,0,H,1,0,H,11,5,2,1,14,13,7,3,2,3,0,0
2002-11-09,Man City,Man United,3,1,H,2,1,H,11,9,6,6,12,16,0,9,1,2,0,0
2002-11-09,Middlesbrough,Liverpool,1,0,H,0,0,D,11,13,3,7,10,8,5,2,1,0,0,0
2002-11-09,Southampton,Blackburn,1,1,D,1,0,H,21,11,12,3,13,13,5,4,0,2,0,1
2002-11-10,Sunderland,Tottenham,2,0,H,0,0,D,13,9,5,3,10,18,4,5,0,2,0,0
2002-11-10,West Ham,Leeds,3,4,A,1,4,A,19,12,9,8,14,11,5,4,5,3,0,0
2002-11-16,Arsenal,Tottenham,3,0,H,1,0,H,17,6,12,5,15,10,3,1,0,2,0,1
2002-11-16,Chelsea,Middlesbrough,1,0,H,0,0,D,13,7,5,4,9,11,5,7,2,1,0,0
2002-11-16,Man City,Charlton,0,1,A,0,0,D,15,13,4,4,10,16,7,5,0,4,0,0
2002-11-16,Newcastle,Southampton,2,1,H,1,1,D,18,8,13,3,7,18,6,2,1,3,0,0
2002-11-16,West Brom,Aston Villa,0,0,D,0,0,D,10,8,5,5,15,15,8,6,2,3,0,0
2002-11-17,Birmingham,Fulham,0,0,D,0,0,D,11,4,6,1,17,15,9,1,2,1,0,2
2002-11-17,Blackburn,Everton,0,1,A,0,1,A,16,9,6,6,10,19,12,4,3,1,0,0
2002-11-17,Leeds,Bolton,2,4,A,1,1,D,12,14,3,7,19,9,2,4,2,0,0,0
2002-11-17,Liverpool,Sunderland,0,0,D,0,0,D,27,0,12,0,6,10,12,0,0,1,0,0
2002-11-17,West Ham,Man United,1,1,D,0,1,A,3,11,1,4,13,14,10,6,1,1,0,0
2002-11-23,Aston Villa,West Ham,4,1,H,1,0,H,23,15,11,8,11,15,6,4,3,2,0,0
2002-11-23,Bolton,Chelsea,1,1,D,0,0,D,15,15,8,11,4,9,9,10,2,4,0,1
2002-11-23,Everton,West Brom,1,0,H,1,0,H,17,13,9,8,14,11,10,6,2,2,0,0
2002-11-23,Fulham,Liverpool,3,2,H,2,0,H,11,14,10,11,14,9,1,8,1,0,1,0
2002-11-23,Man United,Newcastle,5,3,H,3,1,H,11,10,9,7,14,9,6,1,2,2,0,0
2002-11-23,Middlesbrough,Man City,3,1,H,0,0,D,18,9,7,5,5,12,6,6,0,3,0,1
2002-11-23,Southampton,Arsenal,3,2,H,1,1,D,8,7,3,2,12,16,3,8,1,2,0,1
2002-11-23,Sunderland,Birmingham,0,1,A,0,0,D,7,11,2,9,18,17,5,7,3,3,0,0
2002-11-24,Charlton,Blackburn,3,1,H,0,0,D,13,12,9,7,16,17,5,7,2,0,0,0
2002-11-24,Tottenham,Leeds,2,0,H,2,0,H,11,8,6,4,18,16,3,1,3,7,0,0
2002-11-30,Arsenal,Aston Villa,3,1,H,1,0,H,13,12,7,5,11,20,6,9,2,3,0,0
2002-11-30,Birmingham,Tottenham,1,1,D,0,0,D,13,7,6,3,19,16,1,2,1,0,0,0
2002-11-30,Blackburn,Fulham,2,1,H,1,0,H,8,9,4,7,19,16,6,6,1,2,0,0
2002-11-30,Chelsea,Sunderland,3,0,H,0,0,D,15,1,11,0,7,12,9,5,0,3,0,0
2002-11-30,Man City,Bolton,2,0,H,1,0,H,13,3,10,3,10,10,11,2,0,2,0,0
2002-11-30,West Brom,Middlesbrough,1,0,H,0,0,D,16,11,8,2,13,8,5,9,0,1,0,0
2002-12-01,Leeds,Charlton,1,2,A,1,0,H,18,14,6,10,14,15,5,11,1,1,0,0
2002-12-01,Liverpool,Man United,1,2,A,0,0,D,13,5,7,4,13,11,5,2,1,4,0,0
2002-12-01,Newcastle,Everton,2,1,H,0,1,A,24,7,15,5,13,18,11,2,0,1,0,1
2002-12-02,West Ham,Southampton,0,1,A,0,0,D,14,9,7,3,10,11,6,1,1,1,0,0
2002-12-07,Aston Villa,Newcastle,0,1,A,0,0,D,12,11,4,5,9,10,6,5,2,0,0,0
2002-12-07,Bolton,Blackburn,1,1,D,1,0,H,18,13,7,7,16,10,3,11,2,2,0,0
2002-12-07,Charlton,Liverpool,2,0,H,1,0,H,14,17,11,7,14,12,4,5,3,3,0,0
2002-12-07,Everton,Chelsea,1,3,A,1,2,A,14,13,6,10,13,17,9,4,1,6,1,0
2002-12-07,Fulham,Leeds,1,0,H,1,0,H,10,6,3,4,10,14,9,1,3,4,0,0
2002-12-07,Man United,Arsenal,2,0,H,1,0,H,8,12,6,5,16,12,6,7,1,2,0,0
2002-12-07,Middlesbrough,West Ham,2,2,D,0,0,D,12,14,5,8,13,13,5,7,1,1,0,0
2002-12-07,Southampton,Birmingham,2,0,H,0,0,D,13,6,8,2,7,6,6,9,0,2,0,0
2002-12-08,Tottenham,West Brom,3,1,H,2,0,H,10,13,6,7,16,10,4,3,2,1,0,0
2002-12-09,Sunderland,Man City,0,3,A,0,1,A,8,11,6,7,11,12,10,5,0,2,0,0
2002-12-14,Aston Villa,West Brom,2,1,H,1,1,D,23,13,12,3,20,14,8,2,3,1,1,0
2002-12-14,Charlton,Man City,2,2,D,0,0,D,12,14,5,9,12,12,5,3,2,1,0,0
2002-12-14,Everton,Blackburn,2,1,H,2,1,H,12,17,7,9,14,16,5,10,1,2,0,1
2002-12-14,Man United,West Ham,3,0,H,2,0,H,14,10,10,3,12,11,7,4,0,1,0,0
2002-12-14,Middlesbrough,Chelsea,1,1,D,1,1,D,9,16,6,11,9,14,5,8,0,1,0,0
2002-12-14,Southampton,Newcastle,1,1,D,0,0,D,16,17,9,11,12,11,8,8,0,0,0,0
2002-12-15,Fulham,Birmingham,0,1,A,0,1,A,7,2,0,1,11,22,7,1,3,7,0,1
2002-12-15,Sunderland,Liverpool,2,1,H,1,0,H,7,11,3,4,12,7,9,10,0,2,0,0
2002-12-15,Tottenham,Arsenal,1,1,D,1,1,D,14,6,10,4,14,11,5,6,3,2,0,0
2002-12-16,Bolton,Leeds,0,3,A,0,2,A,17,9,9,7,9,14,5,3,1,3,0,0
2002-12-21,Arsenal,Middlesbrough,2,0,H,1,0,H,26,3,14,1,8,14,13,3,1,3,0,1
2002-12-21,Birmingham,Charlton,1,1,D,0,1,A,8,8,5,5,15,21,5,5,4,4,1,0
2002-12-21,Chelsea,Aston Villa,2,0,H,1,0,H,16,12,8,4,9,18,6,4,0,3,0,0
2002-12-21,Leeds,Southampton,1,1,D,0,0,D,19,10,11,4,15,14,7,4,0,1,0,0
2002-12-21,Newcastle,Fulham,2,0,H,1,0,H,19,6,14,0,5,10,7,6,0,2,0,1
2002-12-21,West Brom,Sunderland,2,2,D,2,0,H,9,11,5,7,22,15,8,10,2,1,0,0
2002-12-21,West Ham,Bolton,1,1,D,1,0,H,13,6,6,3,13,9,7,4,0,1,0,0
2002-12-22,Blackburn,Man United,1,0,H,1,0,H,9,12,3,6,8,10,7,8,0,1,0,0
2002-12-22,Liverpool,Everton,0,0,D,0,0,D,14,5,8,2,14,20,7,4,3,4,0,0
2002-12-23,Man City,Tottenham,2,3,A,1,1,D,19,9,18,9,6,7,7,9,2,3,0,1
2002-12-26,Birmingham,Everton,1,1,D,1,1,D,6,8,3,5,16,21,0,4,1,1,0,1
2002-12-26,Bolton,Newcastle,4,3,H,3,1,H,11,14,7,8,12,16,6,8,1,2,0,0
2002-12-26,Chelsea,Southampton,0,0,D,0,0,D,11,10,4,6,13,12,6,5,1,2,0,0
2002-12-26,Liverpool,Blackburn,1,1,D,1,0,H,12,10,6,5,8,6,7,4,1,1,0,0
2002-12-26,Man City,Aston Villa,3,1,H,1,1,D,13,11,10,5,10,11,7,8,0,1,0,0
2002-12-26,Middlesbrough,Man United,3,1,H,1,0,H,13,14,5,6,7,12,5,8,1,1,0,0
2002-12-26,Sunderland,Leeds,1,2,A,1,0,H,18,11,6,4,12,11,8,3,0,1,0,0
2002-12-26,Tottenham,Charlton,2,2,D,0,1,A,20,10,12,7,10,11,9,2,2,1,1,0
2002-12-26,West Brom,Arsenal,1,2,A,1,0,H,6,11,2,4,20,8,5,7,1,0,0,0
2002-12-26,West Ham,Fulham,1,1,D,0,0,D,11,11,5,5,16,11,7,1,2,1,1,0
2002-12-28,Aston Villa,Middlesbrough,1,0,H,1,0,H,11,12,9,4,14,7,3,8,3,2,0,1
2002-12-28,Blackburn,West Ham,2,2,D,1,1,D,11,7,3,1,11,12,4,1,3,2,0,0
2002-12-28,Charlton,West Brom,1,0,H,1,0,H,8,18,5,8,13,20,6,10,2,3,0,0
2002-12-28,Everton,Bolton,0,0,D,0,0,D,15,3,9,1,11,13,8,4,1,4,0,0
2002-12-28,Fulham,Man City,0,1,A,0,0,D,15,13,7,8,7,14,4,13,0,1,0,0
2002-12-28,Leeds,Chelsea,2,0,H,2,0,H,6,17,4,4,20,16,3,7,2,0,0,0
2002-12-28,Man United,Birmingham,2,0,H,1,0,H,22,7,10,2,12,9,13,4,1,2,0,0
2002-12-28,Southampton,Sunderland,2,1,H,0,0,D,18,4,6,1,7,18,17,3,1,2,0,0
2002-12-29,Arsenal,Liverpool,1,1,D,0,0,D,13,9,6,2,14,15,15,4,1,3,0,0
2002-12-29,Newcastle,Tottenham,2,1,H,1,0,H,14,9,10,6,9,12,7,6,1,2,0,0
2003-01-01,Arsenal,Chelsea,3,2,H,1,0,H,7,8,7,7,13,9,2,7,0,0,0,0
2003-01-01,Aston Villa,Bolton,2,0,H,1,0,H,12,9,7,4,14,4,9,8,2,0,0,0
2003-01-01,Blackburn,Middlesbrough,1,0,H,0,0,D,17,7,10,3,15,8,5,2,0,0,0,0
2003-01-01,Everton,Man City,2,2,D,1,1,D,12,9,5,2,13,19,4,1,1,2,0,0
2003-01-01,Leeds,Birmingham,2,0,H,1,0,H,12,9,6,5,14,9,5,8,1,2,0,0
2003-01-01,Man United,Sunderland,2,1,H,0,1,A,31,4,18,1,12,11,10,2,2,1,0,0
2003-01-01,Newcastle,Liverpool,1,0,H,1,0,H,8,5,5,4,6,20,4,4,1,3,0,1
2003-01-01,Southampton,Tottenham,1,0,H,0,0,D,12,11,6,7,15,5,5,5,0,0,0,0
2003-01-11,Bolton,Fulham,0,0,D,0,0,D,17,13,5,8,15,16,7,4,1,2,0,0
2003-01-11,Chelsea,Charlton,4,1,H,3,1,H,15,6,7,5,9,13,8,4,4,3,0,0
2003-01-11,Liverpool,Aston Villa,1,1,D,1,0,H,19,8,11,3,11,18,9,2,1,2,0,0
2003-01-11,Man City,Leeds,2,1,H,1,0,H,11,4,5,3,9,12,8,8,0,4,0,0
2003-01-11,Middlesbrough,Southampton,2,2,D,0,1,A,12,17,4,8,7,10,7,4,0,2,0,0
2003-01-11,Sunderland,Blackburn,0,0,D,0,0,D,9,12,4,4,18,12,3,4,1,3,0,0
2003-01-11,West Brom,Man United,1,3,A,1,2,A,9,9,3,4,10,7,2,6,0,1,0,0
2003-01-11,West Ham,Newcastle,2,2,D,2,1,H,13,12,8,7,17,18,5,3,0,1,0,0
2003-01-12,Birmingham,Arsenal,0,4,A,0,2,A,10,12,4,9,13,17,7,5,2,2,0,0
2003-01-12,Tottenham,Everton,4,3,H,1,1,D,18,13,12,10,12,10,9,9,1,1,0,0
2003-01-18,Aston Villa,Tottenham,0,1,A,0,0,D,11,10,5,6,9,11,11,5,1,3,0,0
2003-01-18,Blackburn,Birmingham,1,1,D,1,0,H,14,15,10,7,16,15,4,11,2,3,1,0
2003-01-18,Charlton,Bolton,1,1,D,0,0,D,10,10,5,5,11,12,7,7,0,0,0,0
2003-01-18,Everton,Sunderland,2,1,H,0,1,A,15,7,9,5,14,19,13,8,2,3,0,0
2003-01-18,Leeds,West Brom,0,0,D,0,0,D,10,8,4,1,11,12,6,5,1,1,0,1
2003-01-18,Man United,Chelsea,2,1,H,1,1,D,10,10,8,5,9,9,6,6,0,0,0,0
2003-01-18,Newcastle,Man City,2,0,H,1,0,H,13,6,10,2,13,13,7,1,0,1,0,0
2003-01-18,Southampton,Liverpool,0,1,A,0,1,A,8,17,4,7,8,10,6,4,1,1,0,0
2003-01-19,Arsenal,West Ham,3,1,H,1,1,D,24,5,13,2,17,9,12,1,3,1,0,1
2003-01-19,Fulham,Middlesbrough,1,0,H,1,0,H,18,8,6,4,12,12,8,4,0,1,0,0
2003-01-22,Charlton,West Ham,4,2,H,2,1,H,12,11,4,3,11,7,8,2,0,1,0,0
2003-01-22,Newcastle,Bolton,1,0,H,1,0,H,10,12,7,4,15,6,7,3,1,2,0,0
2003-01-28,Bolton,Everton,1,2,A,0,2,A,7,6,5,4,8,15,5,6,2,1,0,0
2003-01-28,Chelsea,Leeds,3,2,H,0,1,A,13,5,7,5,6,6,7,3,2,1,0,0
2003-01-28,Middlesbrough,Aston Villa,2,5,A,2,2,D,13,15,8,9,13,11,6,3,1,2,0,0
2003-01-28,Sunderland,Southampton,0,1,A,0,0,D,10,12,4,6,9,13,5,2,1,0,0,0
2003-01-29,Liverpool,Arsenal,2,2,D,0,1,A,16,20,12,15,14,11,9,10,1,1,0,0
2003-01-29,Man City,Fulham,4,1,H,1,1,D,11,6,4,2,10,10,9,3,3,1,0,0
2003-01-29,Tottenham,Newcastle,0,1,A,0,0,D,13,15,7,8,14,9,5,4,0,1,0,0
2003-01-29,West Brom,Charlton,0,1,A,0,0,D,15,3,6,2,12,14,6,6,0,2,0,0
2003-01-29,West Ham,Blackburn,2,1,H,0,1,A,9,4,7,1,16,14,5,4,1,1,0,0
2003-02-01,Arsenal,Fulham,2,1,H,1,1,D,11,3,6,1,10,16,6,4,3,1,0,0
2003-02-01,Bolton,Birmingham,4,2,H,1,1,D,15,11,10,6,16,10,7,4,2,2,0,0
2003-02-01,Chelsea,Tottenham,1,1,D,1,1,D,16,8,8,5,7,15,11,3,1,1,0,0
2003-02-01,Everton,Leeds,2,0,H,0,0,D,13,8,5,2,6,16,6,4,0,1,0,0
2003-02-01,Man City,West Brom,1,2,A,1,1,D,12,9,7,5,10,17,6,6,1,2,0,1
2003-02-01,Southampton,Man United,0,2,A,0,2,A,9,13,4,8,15,13,7,6,2,0,0,0
2003-02-01,Sunderland,Charlton,1,3,A,0,3,A,13,14,5,4,21,12,8,3,1,1,0,0
2003-02-02,Aston Villa,Blackburn,3,0,H,2,0,H,16,7,9,1,8,21,9,2,1,5,0,0
